ranking,title,artist,year,artist_first,lyrics_url
27,I'm Yours,Jason Mraz,2008,Jason Mraz,https://www.azlyrics.com/lyrics/jasonmraz/imyours.html
28,Leavin',Jesse McCartney,2008,Jesse McCartney,https://www.azlyrics.com/lyrics/jessemccartney/leavin.html
29,Dangerous,Kardinal Offishall Featuring Akon,2008,Kardinal Offishall,https://www.azlyrics.com/lyrics/kardinaloffishall/dangerous.html
30,Tattoo,Jordin Sparks,2008,Jordin Sparks,https://www.azlyrics.com/lyrics/jordinsparks/tattoo.html
31,See You Again,Miley Cyrus,2008,Miley Cyrus,https://www.azlyrics.com/lyrics/hannahmontana/seeyouagain.html
32,Shake It,Metro Station,2008,Metro Station,https://www.azlyrics.com/lyrics/metrostation/shakeit.html
33,Stop And Stare,OneRepublic,2008,OneRepublic,NA
34,Take You There,Sean Kingston,2008,Sean Kingston,https://www.azlyrics.com/lyrics/seankingston/takeyouthere.html
35,Paper Planes,M.I.A.,2008,M.I.A.,https://www.azlyrics.com/lyrics/mia/paperplanes.html
36,Hot N Cold,Katy Perry,2008,Katy Perry,https://www.azlyrics.com/lyrics/katyperry/hotncold.html
37,Live Your Life,T.I. Featuring Rihanna,2008,T.I.,https://www.azlyrics.com/lyrics/ti/liveyourlife.html
38,Bust It Baby Part 2,Plies Featuring Ne-Yo,2008,Plies,NA
39,American Boy,Estelle Featuring Kanye West,2008,Estelle,https://www.azlyrics.com/lyrics/estelle/americanboy.html
40,Got Money,Lil Wayne Featuring T-Pain,2008,Lil Wayne,https://www.azlyrics.com/lyrics/lilwayne/gotmoney.html
41,Our Song,Taylor Swift,2008,Taylor Swift,https://www.azlyrics.com/lyrics/taylorswift/oursong.html
42,Damaged,Danity Kane,2008,Danity Kane,https://www.azlyrics.com/lyrics/danitykane/damaged.html
43,A Milli,Lil Wayne,2008,Lil Wayne,https://www.azlyrics.com/lyrics/lilwayne/amilli.html
44,Sorry,Buckcherry,2008,Buckcherry,https://www.azlyrics.com/lyrics/buckcherry/sorry.html
45,Independent,Webbie Featuring Lil' Phat & Lil' Boosie,2008,Webbie,https://www.azlyrics.com/lyrics/webbie/independent.html
46,Can't Believe It,T-Pain Featuring Lil Wayne,2008,T-Pain,https://www.azlyrics.com/lyrics/tpain/cantbelieveit.html
47,Like You'll Never See Me Again,Alicia Keys,2008,Alicia Keys,https://www.azlyrics.com/lyrics/aliciakeys/likeyoullneverseemeagain.html
48,Teardrops On My Guitar,Taylor Swift,2008,Taylor Swift,https://www.azlyrics.com/lyrics/taylorswift/teardropsonmyguitar.html
49,When I Grow Up,The Pussycat Dolls,2008,The Pussycat Dolls,https://www.azlyrics.com/lyrics/pussycatdolls/whenigrowup.html
50,Sensual Seduction,Snoop Dogg,2008,Snoop Dogg,https://www.azlyrics.com/lyrics/snoopdogg/sensualseduction.html
51,What You Got,Colby O'Donis Featuring Akon,2008,Colby O'Donis,https://www.azlyrics.com/lyrics/colbyodonis/whatyougot.html
52,It's Not My Time,3 Doors Down,2008,3 Doors Down,https://www.azlyrics.com/lyrics/3doorsdown/itsnotmytime.html
53,Better In Time,Leona Lewis,2008,Leona Lewis,https://www.azlyrics.com/lyrics/leonalewis/betterintime.html
54,Crank That (Soulja Boy),Soulja Boy Tell'em,2008,Soulja Boy Tell'em,NA
55,Shadow Of The Day,Linkin Park,2008,Linkin Park,https://www.azlyrics.com/lyrics/linkinpark/shadowoftheday.html
56,Sweetest Girl (Dollar Bill),"Wyclef Jean Featuring Akon, Lil Wayne & Niia",2008,Wyclef Jean,https://www.azlyrics.com/lyrics/wyclefjean/sweetestgirldollarbill.html
57,Miss Independent,Ne-Yo,2008,Ne-Yo,https://www.azlyrics.com/lyrics/neyo/missindependent.html
58,Fall For You,Secondhand Serenade,2008,Secondhand Serenade,https://www.azlyrics.com/lyrics/secondhandserenade/fallforyou.html
59,In The Ayer,Flo Rida Featuring will.i.am,2008,Flo Rida,https://www.azlyrics.com/lyrics/florida/intheayer.html
60,Say,John Mayer,2008,John Mayer,https://www.azlyrics.com/lyrics/johnmayer/say.html
61,One Step At A Time,Jordin Sparks,2008,Jordin Sparks,https://www.azlyrics.com/lyrics/jordinsparks/onestepatatime.html
62,Hate That I Love You,Rihanna Featuring Ne-Yo,2008,Rihanna,https://www.azlyrics.com/lyrics/rihanna/hatethatiloveyou.html
63,Superstar,Lupe Fiasco Featuring Matthew Santos,2008,Lupe Fiasco,https://www.azlyrics.com/lyrics/lupefiasco/superstar.html
64,Suffocate,J. Holiday,2008,J. Holiday,https://www.azlyrics.com/lyrics/jholiday/suffocate.html
65,Let It Rock,Kevin Rudolf Featuring Lil Wayne,2008,Kevin Rudolf,https://www.azlyrics.com/lyrics/kevinrudolf/letitrock.html
66,Get Like Me,David Banner Featuring Chris Brown,2008,David Banner,https://www.azlyrics.com/lyrics/davidbanner/getlikeme.html
67,Realize,Colbie Caillat,2008,Colbie Caillat,https://www.azlyrics.com/lyrics/colbiecaillat/realize.html
68,Put On,Young Jeezy Featuring Kanye West,2008,Young Jeezy,https://www.azlyrics.com/lyrics/youngjeezy/puton.html
69,The Time Of My Life,David Cook,2008,David Cook,https://www.azlyrics.com/lyrics/davidcook/thetimeofmylife.html
70,Lolli Lolli (Pop That Body),"Three 6 Mafia Featuring Project Pat, Young D & Superpower",2008,Three 6 Mafia,https://www.azlyrics.com/lyrics/three6mafia/lollilollipopthatbody.html
71,Cyclone,Baby Bash Featuring T-Pain,2008,Baby Bash,https://www.azlyrics.com/lyrics/babybash/cyclone.html
72,Love Like This,Natasha Bedingfield Featuring Sean Kingston,2008,Natasha Bedingfield,https://www.azlyrics.com/lyrics/natashabedingfield/lovelikethis.html
73,Burnin' Up,Jonas Brothers,2008,Jonas Brothers,https://www.azlyrics.com/lyrics/jonasbrothers/burningup.html
74,Love Lockdown,Kanye West,2008,Kanye West,https://www.azlyrics.com/lyrics/kanyewest/lovelockdown.html
75,I Luv Your Girl,The-Dream,2008,The-Dream,https://www.azlyrics.com/lyrics/thedream/iluvyourgirl.html
76,Crush,David Archuleta,2008,David Archuleta,https://www.azlyrics.com/lyrics/davidarchuleta/crush.html
77,Hypnotized,Plies Featuring Akon,2008,Plies,https://www.azlyrics.com/lyrics/plies/hypnotized.html
78,Big Girls Don't Cry,Fergie,2008,Fergie,https://www.azlyrics.com/lyrics/fergie/biggirlsdontcry.html
79,Good Life,Kanye West Featuring T-Pain,2008,Kanye West,https://www.azlyrics.com/lyrics/kanyewest/goodlife.html
80,Womanizer,Britney Spears,2008,Britney Spears,https://www.azlyrics.com/lyrics/britneyspears/womanizer.html
81,Love Story,Taylor Swift,2008,Taylor Swift,https://www.azlyrics.com/lyrics/taylorswift/lovestory.html
82,Just Fine,Mary J. Blige,2008,Mary J. Blige,https://www.azlyrics.com/lyrics/maryjblige/justfine.html
83,Piece Of Me,Britney Spears,2008,Britney Spears,https://www.azlyrics.com/lyrics/britneyspears/pieceofme.html
84,The Boss,Rick Ross Featuring T-Pain,2008,Rick Ross,https://www.azlyrics.com/lyrics/rickross/theboss.html
85,All Summer Long,Kid Rock,2008,Kid Rock,https://www.azlyrics.com/lyrics/kidrock/allsummerlong.html
86,Can't Help But Wait,Trey Songz,2008,Trey Songz,https://www.azlyrics.com/lyrics/treysongz/canthelpbutwait.html
87,In Love With A Girl,Gavin DeGraw,2008,Gavin DeGraw,https://www.azlyrics.com/lyrics/gavindegraw/inlovewithagirl.html
88,My Life,The Game Featuring Lil Wayne,2008,The Game,https://www.azlyrics.com/lyrics/game/mylife.html
89,I Remember,Keyshia Cole,2008,Keyshia Cole,https://www.azlyrics.com/lyrics/keyshiacole/iremember.html
90,Flashing Lights,Kanye West Featuring Dwele,2008,Kanye West,https://www.azlyrics.com/lyrics/kanyewest/flashinglights.html
91,Mrs. Officer,Lil Wayne Featuring Bobby Valentino & Kidd Kidd,2008,Lil Wayne,https://www.azlyrics.com/lyrics/lilwayne/mrsofficer.html
92,7 Things,Miley Cyrus,2008,Miley Cyrus,https://www.azlyrics.com/lyrics/mileycyrus/7things.html
93,You're Gonna Miss This,Trace Adkins,2008,Trace Adkins,https://www.azlyrics.com/lyrics/traceadkins/youregonnamissthis.html
94,Love Remains The Same,Gavin Rossdale,2008,Gavin Rossdale,https://www.azlyrics.com/lyrics/gavinrossdale/loveremainsthesame.html
95,Feels Like Tonight,Daughtry,2008,Daughtry,https://www.azlyrics.com/lyrics/daughtry/feelsliketonight.html
96,The Way I Are,Timbaland Featuring Keri Hilson,2008,Timbaland,https://www.azlyrics.com/lyrics/timbaland/thewayiare.html
97,Addicted,Saving Abel,2008,Saving Abel,https://www.azlyrics.com/lyrics/savingabel/addicted.html
98,Into The Night,Santana Featuring Chad Kroeger,2008,Santana,https://www.azlyrics.com/lyrics/santana/intothenight.html
99,Heaven Sent,Keyshia Cole,2008,Keyshia Cole,https://www.azlyrics.com/lyrics/keyshiacole/heavensent.html
100,She Got It,2 Pistols Featuring T-Pain & Tay Dizm,2008,2 Pistols,NA
1,Boom Boom Pow,The Black Eyed Peas,2009,The Black Eyed Peas,NA
2,Poker Face,Lady Gaga,2009,Lady Gaga,https://www.azlyrics.com/lyrics/ladygaga/pokerface.html
3,Just Dance,Lady Gaga Featuring Colby O'Donis,2009,Lady Gaga,https://www.azlyrics.com/lyrics/ladygaga/justdance.html
4,I Gotta Feeling,The Black Eyed Peas,2009,The Black Eyed Peas,NA
5,Love Story,Taylor Swift,2009,Taylor Swift,https://www.azlyrics.com/lyrics/taylorswift/lovestory.html
6,Right Round,Flo Rida,2009,Flo Rida,https://www.azlyrics.com/lyrics/florida/rightround.html
7,I'm Yours,Jason Mraz,2009,Jason Mraz,https://www.azlyrics.com/lyrics/jasonmraz/imyours.html
8,Single Ladies (Put A Ring On It),Beyonce,2009,Beyoncé,https://www.azlyrics.com/lyrics/beyonceknowles/singleladiesputaringonit.html
9,Heartless,Kanye West,2009,Kanye West,https://www.azlyrics.com/lyrics/kanyewest/heartless.html
10,Gives You Hell,The All-American Rejects,2009,The All-American Rejects,https://www.azlyrics.com/lyrics/allamericanrejects/givesyouhell.html
11,You Belong With Me,Taylor Swift,2009,Taylor Swift,https://www.azlyrics.com/lyrics/taylorswift/youbelongwithme.html
12,Dead And Gone,T.I. Featuring Justin Timberlake,2009,T.I.,https://www.azlyrics.com/lyrics/ti/deadandgone.html
13,You Found Me,The Fray,2009,The Fray,https://www.azlyrics.com/lyrics/fray/youfoundme.html
14,Use Somebody,Kings Of Leon,2009,Kings Of Leon,https://www.azlyrics.com/lyrics/kingsofleon/usesomebody.html
15,Knock You Down,Keri Hilson Featuring Kanye West & Ne-Yo,2009,Keri Hilson,NA
16,Blame It,Jamie Foxx Featuring T-Pain,2009,Jamie Foxx,https://www.azlyrics.com/lyrics/jamiefoxx/blameitonthealcohol.html
17,I Know You Want Me (Calle Ocho),Pitbull,2009,Pitbull,https://www.azlyrics.com/lyrics/pitbull/iknowyouwantmecalleocho.html
18,Live Your Life,T.I. Featuring Rihanna,2009,T.I.,https://www.azlyrics.com/lyrics/ti/liveyourlife.html
19,Kiss Me Thru The Phone,Soulja Boy Tell 'em Featuring Sammie,2009,Soulja Boy Tell 'em,NA
20,Down,Jay Sean Featuring Lil Wayne,2009,Jay Sean,https://www.azlyrics.com/lyrics/jaysean/down.html
21,The Climb,Miley Cyrus,2009,Miley Cyrus,https://www.azlyrics.com/lyrics/mileycyrus/theclimb.html
22,Best I Ever Had,Drake,2009,Drake,https://www.azlyrics.com/lyrics/nickiminaj/bestieverhadremix.html
23,My Life Would Suck Without You,Kelly Clarkson,2009,Kelly Clarkson,https://www.azlyrics.com/lyrics/kellyclarkson/mylifewouldsuckwithoutyou.html
24,Halo,Beyonce,2009,Beyoncé,https://www.azlyrics.com/lyrics/beyonceknowles/halo.html
25,Hot N Cold,Katy Perry,2009,Katy Perry,https://www.azlyrics.com/lyrics/katyperry/hotncold.html
26,Second Chance,Shinedown,2009,Shinedown,https://www.azlyrics.com/lyrics/shinedown/secondchance.html
27,Circus,Britney Spears,2009,Britney Spears,https://www.azlyrics.com/lyrics/britneyspears/circus.html
28,Day 'N' Nite,Kid Cudi,2009,Kid Cudi,https://www.azlyrics.com/lyrics/kidcudi/daynnite.html
29,Party In The U.S.A.,Miley Cyrus,2009,Miley Cyrus,https://www.azlyrics.com/lyrics/tokyopoliceclub/partyintheusa.html
30,Don't Trust Me,3OH!3,2009,3OH!3,NA
31,Run This Town,"Jay-Z, Rihanna & Kanye West",2009,Jay-Z,https://www.azlyrics.com/lyrics/jayz/runthistown.html
32,Let It Rock,Kevin Rudolf Featuring Lil Wayne,2009,Kevin Rudolf,https://www.azlyrics.com/lyrics/kevinrudolf/letitrock.html
33,Fire Burning,Sean Kingston,2009,Sean Kingston,https://www.azlyrics.com/lyrics/seankingston/fireburning.html
34,Whatcha Say,Jason Derulo,2009,Jason Derulo,https://www.azlyrics.com/lyrics/jasonderulo/whatchasay.html
35,LoveGame,Lady Gaga,2009,Lady Gaga,https://www.azlyrics.com/lyrics/ladygaga/lovegame.html
36,Waking Up In Vegas,Katy Perry,2009,Katy Perry,https://www.azlyrics.com/lyrics/katyperry/wakingupinvegas.html
37,Birthday Sex,Jeremih,2009,Jeremih,https://www.azlyrics.com/lyrics/jeremih/birthdaysex.html
38,Sober,P!nk,2009,P!nk,NA
39,Womanizer,Britney Spears,2009,Britney Spears,https://www.azlyrics.com/lyrics/britneyspears/womanizer.html
40,Whatever You Like,T.I.,2009,T.I.,https://www.azlyrics.com/lyrics/ti/whateveryoulike.html
41,Obsessed,Mariah Carey,2009,Mariah Carey,https://www.azlyrics.com/lyrics/mariahcarey/obsessed.html
42,Mad,Ne-Yo,2009,Ne-Yo,https://www.azlyrics.com/lyrics/madball/newyorkcity.html
43,Good Girls Go Bad,Cobra Starship Featuring Leighton Meester,2009,Cobra Starship,https://www.azlyrics.com/lyrics/cobrastarship/goodgirlsgobad.html
44,Love Lockdown,Kanye West,2009,Kanye West,https://www.azlyrics.com/lyrics/kanyewest/lovelockdown.html
45,So What,P!nk,2009,P!nk,NA
46,Hotel Room Service,Pitbull,2009,Pitbull,https://www.azlyrics.com/lyrics/pitbull/hotelroomservice.html
47,Crack A Bottle,"Eminem, Dr. Dre & 50 Cent",2009,Eminem,https://www.azlyrics.com/lyrics/eminem/crackabottle.html
48,If I Were A Boy,Beyonce,2009,Beyoncé,https://www.azlyrics.com/lyrics/beyonceknowles/ifiwereaboy.html
49,Turnin Me On,Keri Hilson Featuring Lil Wayne,2009,Keri Hilson,https://www.azlyrics.com/lyrics/kerihilson/turninmeon.html
50,I Hate This Part,The Pussycat Dolls,2009,The Pussycat Dolls,https://www.azlyrics.com/lyrics/pussycatdolls/ihatethispart.html
51,Gotta Be Somebody,Nickelback,2009,Nickelback,https://www.azlyrics.com/lyrics/nickelback/gottabesomebody.html
52,Please Don't Leave Me,P!nk,2009,P!nk,NA
53,Paparazzi,Lady Gaga,2009,Lady Gaga,https://www.azlyrics.com/lyrics/ladygaga/paparazzi.html
54,Beautiful,Akon Featuring Colby O'Donis & Kardinal Offishall,2009,Akon,https://www.azlyrics.com/lyrics/akon/beautiful.html
55,Viva La Vida,Coldplay,2009,Coldplay,https://www.azlyrics.com/lyrics/coldplay/vivalavida.html
56,Right Now (Na Na Na),Akon,2009,Akon,https://www.azlyrics.com/lyrics/akon/rightnownanana.html
57,Battlefield,Jordin Sparks,2009,Jordin Sparks,https://www.azlyrics.com/lyrics/jordinsparks/battlefield.html
58,Sugar,Flo Rida Featuring Wynter,2009,Flo Rida,https://www.azlyrics.com/lyrics/florida/sugar.html
59,Miss Independent,Ne-Yo,2009,Ne-Yo,https://www.azlyrics.com/lyrics/neyo/missindependent.html
60,Fireflies,Owl City,2009,Owl City,https://www.azlyrics.com/lyrics/owlcity/fireflies.html
61,New Divide,Linkin Park,2009,Linkin Park,https://www.azlyrics.com/lyrics/linkinpark/newdivide.html
62,Empire State Of Mind,Jay-Z + Alicia Keys,2009,Jay-Z + Alicia Keys,https://www.azlyrics.com/lyrics/jayz/empirestateofmind.html
63,No Surprise,Daughtry,2009,Daughtry,https://www.azlyrics.com/lyrics/daughtry/nosurprise.html
64,She Wolf,Shakira,2009,Shakira,https://www.azlyrics.com/lyrics/shakira/shewolf.html
65,Break Up,Mario Featuring Gucci Mane & Sean Garrett,2009,Mario,https://www.azlyrics.com/lyrics/mario/breakup.html
66,Sweet Dreams,Beyonce,2009,Beyoncé,https://www.azlyrics.com/lyrics/beyonceknowles/sweetdreams.html
67,Every Girl,Young Money,2009,Young Money,https://www.azlyrics.com/lyrics/youngmoney/everygirl.html
68,Fallin' For You,Colbie Caillat,2009,Colbie Caillat,https://www.azlyrics.com/lyrics/colbiecaillat/fallinforyou.html
69,Untouched,The Veronicas,2009,The Veronicas,https://www.azlyrics.com/lyrics/veronicas/untouched.html
70,If Today Was Your Last Day,Nickelback,2009,Nickelback,https://www.azlyrics.com/lyrics/nickelback/iftodaywasyourlastday.html
71,Throw It In The Bag,Fabolous Featuring The-Dream,2009,Fabolous,https://www.azlyrics.com/lyrics/fabolous/throwitinthebag.html
72,Love Drunk,Boys Like Girls,2009,Boys Like Girls,https://www.azlyrics.com/lyrics/boyslikegirls/lovedrunk.html
73,I Love College,Asher Roth,2009,Asher Roth,https://www.azlyrics.com/lyrics/asherroth/ilovecollege.html
74,If U Seek Amy,Britney Spears,2009,Britney Spears,https://www.azlyrics.com/lyrics/britneyspears/ifuseekamy.html
75,Big Green Tractor,Jason Aldean,2009,Jason Aldean,https://www.azlyrics.com/lyrics/jasonaldean/biggreentractor.html
76,White Horse,Taylor Swift,2009,Taylor Swift,https://www.azlyrics.com/lyrics/taylorswift/whitehorse.html
77,Disturbia,Rihanna,2009,Rihanna,https://www.azlyrics.com/lyrics/rihanna/disturbia.html
78,21 Guns,Green Day,2009,Green Day,https://www.azlyrics.com/lyrics/greenday/21guns.html
79,Turn My Swag On,Soulja Boy Tell'em,2009,Soulja Boy Tell'em,NA
80,Rockin' That Thang,The-Dream,2009,The-Dream,https://www.azlyrics.com/lyrics/thedream/rockinthatthang.html
81,Chicken Fried,Zac Brown Band,2009,Zac Brown Band,https://www.azlyrics.com/lyrics/zacbrownband/chickenfried.html
82,Diva,Beyonce,2009,Beyoncé,https://www.azlyrics.com/lyrics/beyonceknowles/diva.html
83,Replay,Iyaz,2009,Iyaz,https://www.azlyrics.com/lyrics/iyaz/replay.html
84,Then,Brad Paisley,2009,Brad Paisley,https://www.azlyrics.com/lyrics/bradpaisley/then.html
85,Her Diamonds,Rob Thomas,2009,Rob Thomas,https://www.azlyrics.com/lyrics/robthomas/herdiamonds.html
86,How Do You Sleep?,Jesse McCartney Featuring Ludacris,2009,Jesse McCartney,https://www.azlyrics.com/lyrics/jessemccartney/howdoyousleep.html
87,3,Britney Spears,2009,Britney Spears,https://www.azlyrics.com/lyrics/britneyspears/3.html
88,Forever,"Drake Featuring Kanye West, Lil Wayne & Eminem",2009,Drake,https://www.azlyrics.com/lyrics/drake/forever.html
89,One Time,Justin Bieber,2009,Justin Bieber,https://www.azlyrics.com/lyrics/justinbieber/onetime.html
90,I Run To You,Lady Antebellum,2009,Lady Antebellum,https://www.azlyrics.com/lyrics/ladyantebellum/iruntoyou.html
91,I Do Not Hook Up,Kelly Clarkson,2009,Kelly Clarkson,https://www.azlyrics.com/lyrics/kellyclarkson/idonothookup.html
92,Green Light,John Legend Featuring Andre 3000,2009,John Legend,https://www.azlyrics.com/lyrics/johnlegend/greenlight.html
93,People Are Crazy,Billy Currington,2009,Billy Currington,https://www.azlyrics.com/lyrics/billycurrington/peoplearecrazy.html
94,Whatever It Is,Zac Brown Band,2009,Zac Brown Band,https://www.azlyrics.com/lyrics/zacbrownband/whateveritis.html
95,Already Gone,Kelly Clarkson,2009,Kelly Clarkson,https://www.azlyrics.com/lyrics/kellyclarkson/alreadygone.html
96,Goodbye,Kristinia DeBarge,2009,Kristinia DeBarge,https://www.azlyrics.com/lyrics/kristiniadebarge/goodbye.html
97,Say Hey (I Love You),Michael Franti & Spearhead Featuring Cherine Anderson,2009,Michael Franti,https://www.azlyrics.com/lyrics/michaelfrantispearhead/sayheyiloveyou.html
98,Pop Champagne,Jim Jones & Ron Browz Featuring Juelz Santana,2009,Jim Jones,https://www.azlyrics.com/lyrics/jimjones/popchampagne.html
99,Pretty Wings,Maxwell,2009,Maxwell,https://www.azlyrics.com/lyrics/maxwell/prettywings.html
100,Never Say Never,The Fray,2009,The Fray,https://www.azlyrics.com/lyrics/fray/neversaynever.html
1,TiK ToK,Ke$ha,2010,Ke$ha,NA
2,Need You Now,Lady Antebellum,2010,Lady Antebellum,https://www.azlyrics.com/lyrics/ladyantebellum/needyounow.html
3,"Hey, Soul Sister",Train,2010,Train,https://www.azlyrics.com/lyrics/train/heysoulsister.html
4,California Gurls,Katy Perry Featuring Snoop Dogg,2010,Katy Perry,https://www.azlyrics.com/lyrics/katyperry/californiagurls.html
5,OMG,Usher Featuring will.i.am,2010,Usher,https://www.azlyrics.com/lyrics/usher/omg.html
6,Airplanes,B.o.B Featuring Hayley Williams,2010,B.o.B,https://www.azlyrics.com/lyrics/bob/airplanes.html
7,Love The Way You Lie,Eminem Featuring Rihanna,2010,Eminem,https://www.azlyrics.com/lyrics/eminem/lovethewayyoulie.html
8,Bad Romance,Lady Gaga,2010,Lady Gaga,https://www.azlyrics.com/lyrics/ladygaga/badromance.html
9,Dynamite,Taio Cruz,2010,Taio Cruz,https://www.azlyrics.com/lyrics/taiocruz/dynamite.html
10,Break Your Heart,Taio Cruz Featuring Ludacris,2010,Taio Cruz,https://www.azlyrics.com/lyrics/taiocruz/breakyourheart.html
11,Nothin' On You,B.o.B Featuring Bruno Mars,2010,B.o.B,https://www.azlyrics.com/lyrics/bob/nothinonyou.html
12,I Like It,Enrique Iglesias Featuring Pitbull,2010,Enrique Iglesias,https://www.azlyrics.com/lyrics/enriqueiglesias/ilikeitremix.html
13,BedRock,Young Money Featuring Lloyd,2010,Young Money,https://www.azlyrics.com/lyrics/youngmoney/bedrock.html
14,In My Head,Jason Derulo,2010,Jason Derulo,https://www.azlyrics.com/lyrics/jasonderulo/inmyhead.html
15,Rude Boy,Rihanna,2010,Rihanna,https://www.azlyrics.com/lyrics/rihanna/rudeboy.html
16,Telephone,Lady Gaga Featuring Beyonce,2010,Lady Gaga,https://www.azlyrics.com/lyrics/ladygaga/telephone.html
17,Teenage Dream,Katy Perry,2010,Katy Perry,https://www.azlyrics.com/lyrics/katyperry/teenagedream.html
18,Just The Way You Are,Bruno Mars,2010,Bruno Mars,https://www.azlyrics.com/lyrics/brunomars/justthewayyouare.html
19,Cooler Than Me,Mike Posner,2010,Mike Posner,https://www.azlyrics.com/lyrics/mikeposner/coolerthanme.html
20,Imma Be,The Black Eyed Peas,2010,The Black Eyed Peas,NA
21,Empire State Of Mind,Jay-Z + Alicia Keys,2010,Jay-Z + Alicia Keys,https://www.azlyrics.com/lyrics/jayz/empirestateofmind.html
22,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,2010,Usher,https://www.azlyrics.com/lyrics/usher/djgotusfallininlove.html
23,Billionaire,Travie McCoy Featuring Bruno Mars,2010,Travie McCoy,https://www.azlyrics.com/lyrics/traviemccoy/billionaire.html
24,Not Afraid,Eminem,2010,Eminem,https://www.azlyrics.com/lyrics/eminem/notafraid.html
25,Replay,Iyaz,2010,Iyaz,https://www.azlyrics.com/lyrics/iyaz/replay.html
26,Sexy Chick,David Guetta Featuring Akon,2010,David Guetta,https://www.azlyrics.com/lyrics/davidguetta/sexychick.html
27,Breakeven,The Script,2010,The Script,https://www.azlyrics.com/lyrics/script/breakeven.html
28,Your Love Is My Drug,Ke$ha,2010,Ke$ha,NA
29,I Gotta Feeling,The Black Eyed Peas,2010,The Black Eyed Peas,NA
30,Fireflies,Owl City,2010,Owl City,https://www.azlyrics.com/lyrics/owlcity/fireflies.html
31,Say Aah,Trey Songz Featuring Fabolous,2010,Trey Songz,https://www.azlyrics.com/lyrics/treysongz/sayaah.html
32,Find Your Love,Drake,2010,Drake,https://www.azlyrics.com/lyrics/drake/findyourlove.html
33,Alejandro,Lady Gaga,2010,Lady Gaga,https://www.azlyrics.com/lyrics/ladygaga/alejandro.html
34,Ridin' Solo,Jason Derulo,2010,Jason Derulo,https://www.azlyrics.com/lyrics/jasonderulo/ridinsolo.html
35,Just A Dream,Nelly,2010,Nelly,https://www.azlyrics.com/lyrics/nelly/justadream.html
36,How Low,Ludacris,2010,Ludacris,https://www.azlyrics.com/lyrics/ludacris/howlow.html
37,Like A G6,Far*East Movement Featuring Cataracs & Dev,2010,Far East Movement,https://www.azlyrics.com/lyrics/fareastmovement/likeag6.html
38,Carry Out,Timbaland Featuring Justin Timberlake,2010,Timbaland,https://www.azlyrics.com/lyrics/timbaland/carryout.html
39,Haven't Met You Yet,Michael Buble,2010,Michael Buble,https://www.azlyrics.com/lyrics/michaelbuble/haventmetyouyet.html
40,Club Can't Handle Me,Flo Rida Featuring David Guetta,2010,Flo Rida,https://www.azlyrics.com/lyrics/florida/clubcanthandleme.html
41,Down,Jay Sean Featuring Lil Wayne,2010,Jay Sean,https://www.azlyrics.com/lyrics/jaysean/down.html
42,Bulletproof,La Roux,2010,La Roux,https://www.azlyrics.com/lyrics/laroux/bulletproof.html
43,Whatcha Say,Jason Derulo,2010,Jason Derulo,https://www.azlyrics.com/lyrics/jasonderulo/whatchasay.html
44,Baby,Justin Bieber Featuring Ludacris,2010,Justin Bieber,https://www.azlyrics.com/lyrics/justinbieber/baby.html
45,Whataya Want From Me,Adam Lambert,2010,Adam Lambert,https://www.azlyrics.com/lyrics/adamlambert/whatayawantfromme.html
46,Mine,Taylor Swift,2010,Taylor Swift,https://www.azlyrics.com/lyrics/taylorswift/mine.html
47,Only Girl (In The World),Rihanna,2010,Rihanna,https://www.azlyrics.com/lyrics/rihanna/onlygirlintheworld.html
48,Live Like We're Dying,Kris Allen,2010,Kris Allen,https://www.azlyrics.com/lyrics/krisallen/livelikeweredying.html
49,Hard,Rihanna Featuring Jeezy,2010,Rihanna,https://www.azlyrics.com/lyrics/rihanna/hard.html
50,Young Forever,Jay-Z + Mr. Hudson,2010,Jay-Z + Mr. Hudson,https://www.azlyrics.com/lyrics/jayz/youngforever.html
51,Blah Blah Blah,Ke$ha Featuring 3OH!3,2010,Ke$ha,NA
52,Bottoms Up,Trey Songz Featuring Nicki Minaj,2010,Trey Songz,https://www.azlyrics.com/lyrics/treysongz/bottomsup.html
53,Do You Remember,Jay Sean Featuring Sean Paul & Lil Jon,2010,Jay Sean,https://www.azlyrics.com/lyrics/jaysean/doyouremember.html
54,All The Right Moves,OneRepublic,2010,OneRepublic,https://www.azlyrics.com/lyrics/onerepublic/alltherightmoves.html
55,According To You,Orianthi,2010,Orianthi,https://www.azlyrics.com/lyrics/orianthi/accordingtoyou.html
56,My Chick Bad,Ludacris Featuring Nicki Minaj,2010,Ludacris,https://www.azlyrics.com/lyrics/ludacris/mychickbad.html
57,You Belong With Me,Taylor Swift,2010,Taylor Swift,https://www.azlyrics.com/lyrics/taylorswift/youbelongwithme.html
58,Meet Me Halfway,The Black Eyed Peas,2010,The Black Eyed Peas,https://www.azlyrics.com/lyrics/hastetheday/meetmehalfway.html
59,Take It Off,Ke$ha,2010,Ke$ha,NA
60,Over,Drake,2010,Drake,https://www.azlyrics.com/lyrics/drake/over.html
61,Animal,Neon Trees,2010,Neon Trees,https://www.azlyrics.com/lyrics/neontrees/animal.html
62,Misery,Maroon 5,2010,Maroon 5,https://www.azlyrics.com/lyrics/maroon5/misery.html
63,Magic,B.o.B Featuring Rivers Cuomo,2010,B.o.B,https://www.azlyrics.com/lyrics/bob/magic.html
